Inference for Stan model: MODEL-MIX_pvl_vs_pvl_d.
3 chains, each with iter=130; warmup=100; thin=1; 
post-warmup draws per chain=30, total post-warmup draws=90.

                        mean se_mean     sd     2.5%      25%      50%      75%    97.5% n_eff          Rhat
lp_tmp[1,1,41]         -1.02    0.03   0.16    -1.36    -1.11    -1.02    -0.91    -0.73    31  1.070000e+00
lp_tmp[1,1,42]         -0.97    0.03   0.16    -1.35    -1.06    -0.97    -0.86    -0.70    31  1.080000e+00
lp_tmp[1,1,43]         -0.94    0.02   0.16    -1.34    -1.03    -0.94    -0.83    -0.67    54  1.080000e+00
lp_tmp[1,1,44]         -1.56    0.01   0.12    -1.77    -1.65    -1.54    -1.47    -1.39    81  1.050000e+00
lp_tmp[1,1,45]         -1.51    0.01   0.10    -1.69    -1.58    -1.50    -1.43    -1.33    82  1.040000e+00
lp_tmp[1,1,46]         -1.47    0.01   0.09    -1.63    -1.54    -1.47    -1.41    -1.28    87  1.020000e+00
lp_tmp[1,1,47]         -1.50    0.02   0.12    -1.69    -1.58    -1.51    -1.41    -1.25    47  1.090000e+00
lp_tmp[1,1,48]         -1.64    0.04   0.18    -1.96    -1.76    -1.63    -1.52    -1.35    20  1.130000e+00
lp_tmp[1,1,49]         -1.58    0.03   0.16    -1.88    -1.69    -1.56    -1.46    -1.30    25  1.090000e+00
lp_tmp[1,1,50]         -1.63    0.02   0.17    -1.98    -1.75    -1.62    -1.49    -1.38    90  1.070000e+00
lp_tmp[1,1,51]         -1.69    0.02   0.20    -2.14    -1.81    -1.69    -1.55    -1.39    90  1.030000e+00
lp_tmp[1,1,52]         -0.95    0.02   0.16    -1.35    -1.03    -0.96    -0.84    -0.69    57  1.080000e+00
lp_tmp[1,1,53]         -0.94    0.02   0.16    -1.34    -1.02    -0.94    -0.83    -0.67    56  1.080000e+00
lp_tmp[1,1,54]         -1.72    0.02   0.14    -2.00    -1.83    -1.71    -1.61    -1.41    57  1.050000e+00
lp_tmp[1,1,55]         -1.52    0.07   0.16    -1.81    -1.61    -1.53    -1.42    -1.22     5  1.250000e+00
lp_tmp[1,1,56]         -1.69    0.02   0.14    -1.93    -1.77    -1.68    -1.60    -1.41    64  1.050000e+00
lp_tmp[1,1,57]         -1.50    0.06   0.13    -1.73    -1.59    -1.51    -1.43    -1.22     5  1.300000e+00
lp_tmp[1,1,58]         -0.94    0.02   0.16    -1.34    -1.02    -0.95    -0.83    -0.69    64  1.080000e+00
lp_tmp[1,1,59]         -0.93    0.02   0.16    -1.34    -1.01    -0.93    -0.82    -0.68    57  1.080000e+00
lp_tmp[1,1,60]         -0.92    0.02   0.16    -1.34    -1.00    -0.92    -0.81    -0.66    56  1.090000e+00
lp_tmp[1,1,61]         -1.62    0.02   0.15    -1.89    -1.73    -1.61    -1.51    -1.39    58  1.070000e+00
lp_tmp[1,1,62]         -0.92    0.02   0.16    -1.34    -1.02    -0.93    -0.81    -0.66    55  1.090000e+00
lp_tmp[1,1,63]         -0.92    0.02   0.16    -1.33    -1.01    -0.93    -0.81    -0.65    54  1.090000e+00
lp_tmp[1,1,64]         -1.58    0.02   0.10    -1.78    -1.65    -1.55    -1.51    -1.41    29  1.070000e+00
lp_tmp[1,1,65]         -1.39    0.08   0.18    -1.67    -1.52    -1.41    -1.31    -1.01     5  1.270000e+00
lp_tmp[1,1,66]         -1.56    0.02   0.09    -1.74    -1.62    -1.54    -1.50    -1.41    34  1.060000e+00
lp_tmp[1,1,67]         -1.64    0.01   0.12    -1.84    -1.69    -1.63    -1.57    -1.41    77  1.030000e+00
lp_tmp[1,1,68]         -1.43    0.08   0.17    -1.65    -1.54    -1.47    -1.39    -1.01     4  1.370000e+00
lp_tmp[1,1,69]         -1.16    0.09   0.26    -1.67    -1.34    -1.11    -0.97    -0.78     9  1.170000e+00
lp_tmp[1,1,70]         -1.49    0.01   0.10    -1.68    -1.57    -1.48    -1.41    -1.32    50  1.050000e+00
lp_tmp[1,1,71]         -1.46    0.01   0.10    -1.63    -1.53    -1.44    -1.39    -1.26    90  1.020000e+00
lp_tmp[1,1,72]         -1.58    0.02   0.13    -1.82    -1.67    -1.59    -1.49    -1.38    28  1.140000e+00
lp_tmp[1,1,73]         -1.52    0.03   0.18    -1.87    -1.65    -1.51    -1.37    -1.23    47  1.030000e+00
